cmy_bookID,title,date,genre_old,genre,category,format,publisher,serialization,illustrator,notes,display_title,sort_title,","
1,"<i>Château de Melville, ou, Recréations du cabinet d’étude, Le</i>",1839,Fiction (modern),Fiction (modern),Fiction,Booklet,"Chez Jacob & Johnson, Impremeurs, a Winchester: et chez Harris, St. Paul\'s Church-yard, a Londres.",NA,NA,"One of CMY’s rarest works, there are copies at Girton College, Cambridge and in the Bodleian Library.  The characters reappear under other names in <i>Scenes and Characters. Although it was printed privately, it seems to have been advertised for sale by Simpkin, who may perhaps have bought what was left of the stock.</i>","Château de Melville, ou, Recréations du cabinet d’étude, Le","Château de Melville, ou, Recréations du cabinet d’étude, Le",
2,"<i>Abbeychurch, or, Self Control and Self Conceit.</i>",1844,Fiction (modern),Fiction (modern),Fiction,Book,"James Burns, Portman Street; London, and Henry Mozley and Sons, Derby.",NA,Unsigned frontispiece,NA,"Abbeychurch, or, Self Control and Self Conceit.","Abbeychurch, or, Self Control and Self Conceit.",
3,"<i>Scenes and Characters, or, Eighteen Months at Beechcroft.</i> By the author of “Abbey Church, or, Self Control and Self Conceit.”",1847,Fiction (modern),Fiction (modern),Fiction,Book,"James Burns, Portman Street; London; Henry Mozley and Sons, Derby.",NA,NA,The Mohun family appear in the later novels <i>Beechcroft at Rockstone </i>and <i>The Two Sides of the Shield.</i>,"Scenes and Characters, or, Eighteen Months at Beechcroft.By the author of “Abbey Church, or, Self Control and Self Conceit.”","Scenes and Characters, or, Eighteen Months at Beechcroft.",
5,"<i>Midsummer Day, or, The Two Churches</i>.",1848,Fiction (modern),Fiction (modern),Fiction,Booklet,"John and Charles Mozley, Paternoster Row, London, and Joseph Masters, New Bond Street, London.",NA,NA,This story was later reprinted in The Christmas Mummers.,"Midsummer Day, or, The Two Churches.","Midsummer Day, or, The Two Churches",
6,<i>Kings of England: A History for Young Children.</i>,1848,Non-fiction: history,Non-fiction: history,Non-fiction,Book,"John and Charles Mozley, Paternoster Row, London, and Joseph Masters, New Bond Street, London.",NA,NA,NA,Kings of England: A History for Young Children.,Kings of England: A History for Young Children.,
7,<i>Harriet and her Sister.</i>,1848,Fiction (modern),Fiction (modern),Fiction,Booklet,"John and Charles Mozley, 6, Paternoster Row, London, and Joseph Masters, 78, New Bond Street, London",NA,One unsigned plate,There are copies in the NLW and Lambeth Palace Library.  It was reprinted in <i>The Christmas Mummers and Other Stories</i> (1876).,Harriet and her Sister.,Harriet and her Sister.,
8,<i>London Pride.</i>,1848,Fiction (modern),Fiction (modern),Fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London, and Joseph Masters, 78, New Bond Street, London",NA,Frontispiece,"Copies in Lambeth Palace Library,  University of Sheffield Library and the University of Delaware Library. It was reprinted in <i>The Christmas Mummers and Other Stories</i> (1876).",London Pride.,London Pride.,
9,<i>Langley School.</i> By the author of “The Kings of England.” Reprinted from the Magazine for the Young.,1850,Fiction,Fiction,Fiction,Book,"John and Charles Mozley, Paternoster Row, London, and Joseph Masters, New Bond Street, London.","Serialized in the <i>Magazine for the Young,</i> Sept. 1846 to Dec. 1848",NA,Twenty-seven Langley stories were published in the <i>Magazine for the Young</i> of which fifteen were reprinted in <i>Langley School.</i>,Langley School.By the author of “The Kings of England.” Reprinted from the Magazine for the Young.,Langley School.,
10,"<i>Kenneth, or, The Rear Guard of the Grand Army</i>. By the author of  “Scenes and Characters,” “Kings of England,” etc.",1850,Fiction (historical),Fiction (historical),Fiction,Book,"John Henry Parker, Oxford and London.",NA,NA,NA,"Kenneth, or, The Rear Guard of the Grand Army. By the author of  “Scenes and Characters,” “Kings of England,” etc.","Kenneth, or, The Rear Guard of the Grand Army",
11,"<i>Henrietta’s Wish, or, Domineering: A Tale.  </i>By the author of  “Scenes and Characters”<i>. </i>",1850,Fiction (modern),Fiction (modern),Fiction,Book,"Joseph Masters, Aldersgate Street, and New Bond Street, London.","Serialized in <i>The Churchman’s Companion</i>, January 1849 to May 1850",Unsigned Frontispiece,NA,"Henrietta’s Wish, or, Domineering: A Tale.  By the author of  “Scenes and Characters”.","Henrietta’s Wish, or, Domineering: A Tale.  ",
12,Mrs Elderney’s School,1850,Fiction (modern),Fiction (modern),Fiction,Serial in Journal,Published in the <i>Magazine for the Young</i> Jan 1850-Jan 1852,only appeared as a serial,NA,NA,Mrs Elderney’s School,Mrs Elderney’s School,
13,"<i>Two Guardians; or, Home in this World, The</i> By the author of “Henrietta’s Wish,” “Kenneth,” etc.",1852,Fiction (modern),Fiction (modern),Fiction,Book,"Joseph Masters, Aldersgate Street, and New Bond Street, London.",Serialized in the <i>Churchman’s Companion</i> July 1850-Feb 1852,NA,NA,"The Two Guardians; or, Home in this WorldBy the author of “Henrietta’s Wish,” “Kenneth,” etc.","Two Guardians; or, Home in this World",
14,<i>Landmarks of History 1. Ancient History from the Earliest Times to the Mahometan Conquest</i>. By the author of “The Kings of England.”,1852,Non-fiction: history,Non-fiction: history,Non-fiction,Book,"John and Charles Mozley, Paternoster Row, London; J.H. Parker, Oxford; and 337, Strand; London; and Joseph Masters, 78, New Bond Street, London.",NA,NA,NA,Landmarks of History 1. Ancient History from the Earliest Times to the Mahometan Conquest. By the author of “The Kings of England.”,Landmarks of History 1. Ancient History from the Earliest Times to the Mahometan Conquest,
15,"<i>Heir of Redclyffe, The</i> By the author of “The Two Guardians,” “Henrietta’s Wish,” “The Kings of England.” 2 vols.",1853,Fiction (modern),Fiction (modern),Fiction,Book,"John W Parker and Son, West Strand, London.",NA,NA,NA,"The Heir of RedclyffeBy the author of “The Two Guardians,” “Henrietta’s Wish,” “The Kings of England.” 2 vols.",Heir of Redclyffe,
16,"<i>Landmarks of History 2. Middle Ages: from the Reign of Charlemagne to that of Charles V</i>. By the author of “The Kings of England,” etc.",1853,Non-fiction: history,Non-fiction: history,Non-fiction,Book,"John and Charles Mozley, Paternoster Row, London; J.H. Parker, Oxford; and 337, Strand; London; Joseph Masters, 78, New Bond Street, London.",NA,NA,NA,"Landmarks of History 2. Middle Ages: from the Reign of Charlemagne to that of Charles V. By the author of “The Kings of England,” etc.",Landmarks of History 2. Middle Ages: from the Reign of Charlemagne to that of Charles V,
17,"<i>Herb of the Field, The</i> By the author of “The Kings of England”, “Langley School”, “Scenes and Characters”, etc..<i> </i>",1853,Non-fiction: natural history,Non-fiction: natural history,Non-fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London.","Serialized as “Chapters on Flowers” in the<i> Magazine for the Young,</i> Feb 1850-Dec 1852",NA,NA,"The Herb of the FieldBy the author of “The Kings of England”, “Langley School”, “Scenes and Characters”, etc..",Herb of the Field,
18,"<i>Castle Builders, or, The Deferred Confirmation, The</i>. By the author of “Heartsease,” “The Heir of Redclyffe,” “Scenes and Characters,” etc.",1854,Fiction (modern),Fiction (modern),Fiction,Book,"John and Charles Mozley, 6 Paternoster Row, London","Serialized in<i> MP</i>, April 1851 to May 1853.",NA,The character of Constance recurs in <i>The Pillars of the House.</i>,"The Castle Builders, or, The Deferred Confirmation. By the author of “Heartsease,” “The Heir of Redclyffe,” “Scenes and Characters,” etc.","Castle Builders, or, The Deferred Confirmation",
19,"<i>Heartsease, or, The Brother’s Wife</i>. 2 vols. By the author of “The Heir of Redclyffe.”",1854,Fiction (modern),Fiction (modern),Fiction,Book,"John W Parker and Son West Strand, London.",NA,NA,‘Last Heartsease Leaves’ is a short sequel which seems to have been the original ending of the novel.,"Heartsease, or, The Brother’s Wife. 2 vols. By the author of “The Heir of Redclyffe.”","Heartsease, or, The Brother’s Wife",
20,"<i>Little Duke, or, Richard the Fearless, The</i>. By the author of “The Heir of Redclyffe”, “The Kings of England.”",1854,Fiction (historical),Fiction (historical),Fiction,Book,"John W Parker and Son, West Strand, London","Serialized in<i> MP</i>, January to October 1851","With illustrations, drawn and lithographed by J.B. [Jemima Blackburn]",NA,"The Little Duke, or, Richard the Fearless. By the author of “The Heir of Redclyffe”, “The Kings of England.”","Little Duke, or, Richard the Fearless",
21,"<i>The History of the Life and Death of the Good Knight Sir Thomas Thumb, with divers other matters concerning the court of good King Arthur of Britain</i>. By the author of “The Heir of Redclyffe,” “",1855,Fiction (historical),Fiction (historical),Fiction,Book,"Thomas Constable and Co., Edinburgh: Hamilton, Adams, and Co, London:.",NA,Illustrated by J.B [Jemima Blackburn],NA,"The History of the Life and Death of the Good Knight Sir Thomas Thumb, with divers other matters concerning the court of good King Arthur of Britain. By the author of “The Heir of Redclyffe,” “","History of the Life and Death of the Good Knight Sir Thomas Thumb, with divers other matters concerning the court of good King Arthur of Britain",
22,"<i>Railroad Children, The</i>. By the author of “The Heir of Redclyffe,” “Scenes and Characters,” &c.",1855,Fiction (modern),Fiction (modern),Fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London; Masters and Co., 78, New Bond Street, London.",Serialized in <i>the Magazine for the Young</i> April - December 1849.,NA,NA,"The Railroad Children. By the author of “The Heir of Redclyffe,” “Scenes and Characters,” &c.",Railroad Children,
23,"<i>Lances of Lynwood, The</i>. By the author of “The Little Duke;” “Heartsease:” “Heir of Redclyffe;” Etc.",0.1855,Fiction (historical),Fiction (historical),Fiction,Book,"John W Parker and Son West Strand, London.","Serialized in<i> MP</i>, January 1853 to December 1854.",With Illustrations by J.B [Jemima Blackburn],NA,The Lances of Lynwood. By the author of “The Little Duke;” “Heartsease:” “Heir of Redclyffe;” Etc.,Lances of Lynwood,
24,"<i>Daisy Chain, or, Aspirations: A Family Chronicle, The</i>. By the author of “The Heir of Redclyffe.” 2 Vols",1856,Fiction (modern),Fiction (modern),Fiction,Book,"John W Parker and Son, West Strand, London.","Part 1 serialized in<i> MP</i>, July 1853 to December 1855.",NA,The May family appear again in <i>The Trial</i> and other novels.,"The Daisy Chain, or, Aspirations: A Family Chronicle. By the author of “The Heir of Redclyffe.” 2 Vols","Daisy Chain, or, Aspirations: A Family Chronicle",
25,"<i>Ben Sylvester’s Word</i>. By the author of “The Heir of Redclyffe,” “The Railroad Children,” &c.",1856,Fiction (modern),Fiction (modern),Fiction,Booklet,"John and Charles Mozley, 6, Paternoster Row, London. Masters and Co., 78, New Bond Street, London.","Serialized in the <i>Magazine for the Young</i>, March to June 1856",NA,NA,"Ben Sylvester’s Word. By the author of “The Heir of Redclyffe,” “The Railroad Children,” &c.",Ben Sylvester’s Word,
26,<i>Leonard the Lion-Heart</i>,1856,Fiction (modern),Fiction (modern),Fiction,Booklet,"John and Charles Mozley, 6, Paternoster Row, London; Masters and Co., 78, New Bond Street, London","Serialized in the <i>Magazine for the Young</i>, March to June 1856",NA,NA,Leonard the Lion-Heart,Leonard the Lion-Heart,
27,"<i>Dynevor Terrace, or, The Clue of Life</i>. 2 vols. By the author of “The Heir of Redclyffe.” .",1857,Fiction (modern),Fiction (modern),Fiction,Book,"John W Parker and Son West Strand, London.",NA,NA,NA,"Dynevor Terrace, or, The Clue of Life. 2 vols. By the author of “The Heir of Redclyffe.” .","Dynevor Terrace, or, The Clue of Life",
28,<i>Landmarks of History III. Modern History: From the Reformation to the Fall of Napoleon</i>. By the author of “The Heir of Redclyffe” and “The Kings of England.”,1857,Non-fiction: history,Non-fiction: history,Non-fiction,Book,"John and Charles Mozley, 6 Paternoster Row, London. Masters and Co. 78, New Bond Street, London.",NA,NA,NA,Landmarks of History III. Modern History: From the Reformation to the Fall of Napoleon. By the author of “The Heir of Redclyffe” and “The Kings of England.”,Landmarks of History III. Modern History: From the Reformation to the Fall of Napoleon,
29,"<i>Instructive Picture Book, or, Lessons from the Vegetable World, The</i>. By the author of “The Heir of Redclyffe,” and “The Herb of the Field”,",1857,Non-fiction: natural history,Non-fiction: natural history,Non-fiction,Book,"Edmonston & Douglas, 87 Princes Street, Edinburgh.",NA,"Illustrated with 31 coloured plates arranged by Robert M. Stark, Fellow of the Botanical and Royal Physical Societies, Edinburgh and author of “A Popular History of British Mosses”.",NA,"The Instructive Picture Book, or, Lessons from the Vegetable World. By the author of “The Heir of Redclyffe,” and “The Herb of the Field”,","Instructive Picture Book, or, Lessons from the Vegetable World",
30,"<i>Christmas Mummers, The</i> By the author of “The Heir of Redclyffe.”",1858,Fiction,Fiction,Fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London. Masters and Co., 78, New Bond Street, London.","Serialized in the <i>Magazine for the Young</i>, May 1857 to March 1858",NA,NA,The Christmas MummersBy the author of “The Heir of Redclyffe.”,Christmas Mummers,
31,<i>Marie Therèse de Lamourous: foundress of the house of La Miséricorde at Bourdeaux </i>[sic]. A biography abridged from the Fr. [of F. Pouget] by the author of ‘The Heir of Redclyffe’.,1858,Edited translation,Edited translation,Editorial work and prefaces,Book,"John W Parker and Son West Strand, London.",NA,NA,"The title page may that CMY translated this work herself, which is not the case with all the translations from the French described as ‘edited’ by her.",Marie Therèse de Lamourous: foundress of the house of La Miséricorde at Bourdeaux [sic]. A biography abridged from the Fr. [of F. Pouget] by the author of ‘The Heir of Redclyffe’.,Marie Therèse de Lamourous: foundress of the house of La Miséricorde at Bourdeaux ,
32,<i>Conversations on the Catechism: The Commandments</i>. By the author of “The Heir of Redclyffe.”,1859,Non-fiction: theology,Non-fiction: theology,Non-fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London.","Appeared in<i> MP</i>, 1851 to 1857",NA,NA,Conversations on the Catechism: The Commandments. By the author of “The Heir of Redclyffe.”,Conversations on the Catechism: The Commandments,
33,<i>Conversations on the Catechism: To the end of the Creed</i>. By the author of “The Heir of Redclyffe.”,1859,Non-fiction: theology,Non-fiction: theology,Non-fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London.","Appeared in<i> MP</i>, 1851 to 1857",NA,NA,Conversations on the Catechism: To the end of the Creed. By the author of “The Heir of Redclyffe.”,Conversations on the Catechism: To the end of the Creed,
34,"<i>Pigeon Pie, The</i> By the author of “The Heir of Redclyffe.”",1860,Fiction (historical),Fiction (historical),Fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London. Masters and Co., 78, New Bond Street, London.","Serialized in<i> MP</i>, November 1851 to October 1852","Illustrated frontispiece, but no artist named.",NA,The Pigeon PieBy the author of “The Heir of Redclyffe.”,Pigeon Pie,
35,"<i>Mice at Play, The</i>. By the author of  “The Heir of Redclyffe.”",1860,Fiction (historical drama),Fiction (historical drama),Fiction,Booklet,"Groombridge and Sons, 5, Paternoster Row, London.","No. 7 of the Magnet Stories for Summer Days and Winter Nights; 8 vols., 1860-5.","Illustrated. The frontispiece appears to be signed DHF, for David Henry Friston who also illustrated <i>The Strayed Falcon</i>.","Magnet Stories for Summer Days and Winter Nights; 8 vols., 1860-5. Advertised as “A new story every month - Each complete in itself.”",The Mice at Play. By the author of  “The Heir of Redclyffe.”,Mice at Play,
36,<i>Friarswood Post Office</i>. By the author of “The Heir of Redclyffe.”,1860,Fiction (modern),Fiction (modern),Fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London. Masters and Co., 78, New Bond Street, London.","Serialized in the <i>Magazine for the Young</i>, August 1858 to August 1859.",There is one frontispiece signed F. Anderson Sc..,NA,Friarswood Post Office. By the author of “The Heir of Redclyffe.”,Friarswood Post Office,
37,"<i>Hopes and Fears, or, Scenes from the Life of a Spinster.</i> By the author of “The Heir of Redclyffe,” “Heartsease,” Etc.",1860,Fiction (modern),Fiction (modern),Fiction,Book,"London: John W Parker and Son, West Strand.","Part serialized in the<i> Constitutional Press</i>, Jun 1859-Dec 1860",NA,The Rev. Robert Fulmort and other characters recur in <i>The Pillars of the House.</i>,"Hopes and Fears, or, Scenes from the Life of a Spinster.By the author of “The Heir of Redclyffe,” “Heartsease,” Etc.","Hopes and Fears, or, Scenes from the Life of a Spinster.",
38,"<i>Young Step-mother, or, A Chronicle of Mistakes, The</i> By the author of “The Heir of Redclyffe,” “Heartsease,” etc.",1861,Fiction (modern),Fiction (modern),Fiction,Book,"London: Parker, Son, and Bourn, West Strand.","Serialized in<i> MP</i>, April 1856 to Dec 1860",NA,NA,"The Young Step-mother, or, A Chronicle of MistakesBy the author of “The Heir of Redclyffe,” “Heartsease,” etc.","Young Step-mother, or, A Chronicle of Mistakes",
39,"<i>Selections from the Hursley Magazine for the Years 1848 & 1849: With Facsimiles of the Original Title Pages and Other Illustrations. </i>[Edited by Selina, Lady Heathcote]",1861,"Fiction, history","Fiction, history",Miscellaneous,contributions to collection,"Hursley: Hursley Park, privately printed.",NA,Illustrated.,"‘Miss Yonge’ is credited with ‘Post Script’ [editorial], ‘A Legend of Hursley’ [historical fiction], ‘Funeral of Henry II’.","Selections from the Hursley Magazine for the Years 1848 & 1849: With Facsimiles of the Original Title Pages and Other Illustrations. [Edited by Selina, Lady Heathcote]",Selections from the Hursley Magazine for the Years 1848 & 1849: With Facsimiles of the Original Title Pages and Other Illustrations. ,
40,"<i>Stokesley Secret, The</i>. By the author of “The Heir of Redclyffe.”",1861,Fiction (modern),Fiction (modern),Fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London. Masters and Co., 78, New Bond Street, London.","Serialized in the <i>Magazine for the Young</i>, January 1860 to April 1861",NA,NA,The Stokesley Secret. By the author of “The Heir of Redclyffe.”,Stokesley Secret,
41,"<i>Strayed Falcon, The</i>. By the author of “The Heir of Redclyffe.”",1862,Fiction (drama),Fiction (drama),Fiction,Booklet,"Groombridge and Sons, 5, Paternoster Row, London.","No. 21 of the Magnet Stories for Summer Days and Winter Nights; 8 vols., 1860-5.",Illustrated. The frontispiece is signed D[avid] H[enry] Friston.,"Magnet Stories for Summer Days and Winter Nights; 8 vols., 1860-5. Advertised as “A new story every month - Each complete in itself.”",The Strayed Falcon. By the author of “The Heir of Redclyffe.”,Strayed Falcon,
42,"<i>Chosen People: A Compendium of Sacred and Church History for School Children, The</i>. By the author of the “Heir of Redclyffe.”",1859,"Non-fiction: history, theology","Non-fiction: history, theology",Non-fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London. Masters and Co., 78, New Bond Street, London.",NA,NA,NA,The Chosen People: A Compendium of Sacred and Church History for School Children. By the author of the “Heir of Redclyffe.”,Chosen People: A Compendium of Sacred and Church History for School Children,
43,"<i>Biographies of Good Women, chiefly by contributors to ‘The Monthly Packet’.</i> Edited by the author of “The Heir of Redclyffe.” First Series.",1862,Non-fiction: biography,Non-fiction: biography,Non-fiction,"Contributions to collection, edited collection","John and Charles Mozley, 6, Paternoster Row, London; Masters and Co., 78, New Bond Street, London.",NA,NA,"The biographies of Lady Grisell Baillie, Lady Fanshawe, the Countess of Balcarres, Elizabeth Smith and Madame Swetchine are “By the author of ‘The Heir of Redclyffe’”. 

Olympia Morata and Amalie Sieveking are signed E.T. and the work of Emily Taylor. So, according to CMY, is the unsigned article on Mum Bet (perhaps unsigned because derivative of the work of Harriet Martineau). Anna Gurney is signed by Sarah Austin. Princess Galitzin is signed H. D.. Mrs Hutchinson, Caroline Perthes and Lady Russell are attributed to \'the author of Magdalen Stafford\', who may have been Mrs Bromfield.   Elizabeth Carter and Anne Grant of Laggan are unsigned and the work of Ann Carter Smith.  Elizabeth Fry is unsigned.

 A second series of biographies was published in 1865.","Biographies of Good Women, chiefly by contributors to ‘The Monthly Packet’.Edited by the author of “The Heir of Redclyffe.” First Series.","Biographies of Good Women, chiefly by contributors to ‘The Monthly Packet’.",
44,<i>Countess Kate</i>. By the author of “The Heir of Redclyffe.”,1862,Fiction (modern),Fiction (modern),Fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London. Masters and Co., 78, New Bond Street, London.","Serialized in the <i>Magazine for the Young</i>, October 1861 to December 1862",NA,The heroine also appears in <i>The Pillars of the House.</i>,Countess Kate. By the author of “The Heir of Redclyffe.”,Countess Kate,
45,<i>Last Heartsease Leaves.</i> By the author of “The Heir of Redclyffe.”,1862,Fiction (modern),Fiction (modern),Fiction,Booklet,500 printed privately for sale for a charity.,NA,NA,"Reprinted as “Lost Heartsease Leaves” in last number of <i>Events of the Month, </i>Jan 2, 1865, pp. 615-618. The letters from Keble reprinted in <i>Musings over the Christian Year</i> make it clear that this was originally written as the ending of <i>Heartsease</i>, and was not an afterthought.",Last Heartsease Leaves.By the author of “The Heir of Redclyffe.”,Last Heartsease Leaves.,
46,"<i>Sea Spleenwort, The</i>. By the author of “The Heir of Redclyffe.”",1862,Fiction (modern),Fiction (modern),Fiction,Booklet,"Groombridge and Sons, 5, Paternoster Row, London.",NA,Illustrated. The frontispiece is signed with a monogram and ‘E.Whimper Sc.’ ( the engraver).,"Magnet Stories for Summer Days and Winter Nights; 8 vols., 1860-5. Advertised as “A new story every month - Each complete in itself.”",The Sea Spleenwort. By the author of “The Heir of Redclyffe.”,Sea Spleenwort,
47,"<i>Sea Spleenwort and Other Stories, The</i>. By the author of “The Heir of Redclyffe.”",1862,Fiction,Fiction,Fiction,Book,"Groombridge and Sons, 5, Paternoster Row, London.","Appeared originally in the Magnet Stories for Summer Days and Winter Nights; 8 vols., 1860-5.",NA,"This contained ‘The Sea Spleenwort’, ‘The Mice at Play’ and ‘The Strayed Falcon’. A number of other Magnet stories by others seem also to have been bound up in this way and published in Groombridge’s gift book series (in which <i>Historical Dramas</i> also appeared).",The Sea Spleenwort and Other Stories. By the author of “The Heir of Redclyffe.”,Sea Spleenwort and Other Stories,
48,"<i>History of Christian Names, A</i>. 2 vols. By the author of “The Heir of Redclyffe,” “Landmarks of History.”",1863,"Non-fiction: history, onomastics.","Non-fiction: history, onomastics.",Non-fiction,Book,"John W Parker and Son West Strand, London","Part appeared in<i> MP</i> as ‘Name-Fancying’, May 1852 to August 1862",NA,"A revised edition was published in 1884.  The book drew on a long-standing interest of CMY\'s, which she had expressed in a series of articles on \'Name-fancying\', published in <i>MP</i> (May 1852-August 1862).","A History of Christian Names. 2 vols. By the author of “The Heir of Redclyffe,” “Landmarks of History.”",History of Christian Names,
49,<i>Conversations on the Catechism: Means of Grace</i>. By the author of “The Heir of Redclyffe.”,1863,Non-fiction: theology,Non-fiction: theology,Non-fiction,Book,"John and Charles Mozley, 6, Paternoster Row, London.","Series appeared in<i> MP</i>, 1851 to 1857.",NA,NA,Conversations on the Catechism: Means of Grace. By the author of “The Heir of Redclyffe.”,Conversations on the Catechism: Means of Grace,
50,Eugénie de Guérin. (Author not named),1864,Non-fiction: criticism,Non-fiction: criticism,Non-fiction,Article in Journal,"<i>Christian Remembrancer</i>, Vol. 47, pp. 1-26.",NA,NA,NA,Eugénie de Guérin. (Author not named),Eugénie de Guérin. (Author not named),
51,"<i>Book of Golden Deeds of all Times and all Lands Gathered and Narrated by the author of “The Heir of Redclyffe, A” </i>",1864,Non-fiction: history,Non-fiction: history,Non-fiction,Book,London and Cambridge: Macmillan and Company.,NA,Title page engraving of a statue of Florence Nightingale,Several abridged editions of this work were published.,"Book of Golden Deeds of all Times and all Lands Gathered and Narrated by the author of “The Heir of Redclyffe, A” ","Book of Golden Deeds of all Times and all Lands Gathered and Narrated by the author of “The Heir of Redclyffe, A” ",
52,Memoir of Bishop Mackenzie. (Author not named),1864,Non-fiction: biography,Non-fiction: biography,Non-fiction,Article in Journal,<i>Christian Remembrancer</i> Vol 47. pp. 401-426,NA,NA,NA,Memoir of Bishop Mackenzie. (Author not named),Memoir of Bishop Mackenzie. (Author not named),
53,"<i>Trial: More Links of the Daisy Chain, The</i> 2 vols. By the author of “The Heir of Redclyffe.”",1864,Fiction (modern),Fiction (modern),Fiction,Book,London and Cambridge: Macmillan and Company.,"Serialized in<i> MP</i>, Jan 1862-April 1864",NA,This is a sequel to <i>The Daisy Chain.</i> Characters reappear in <i>Modern Broods</i> and <i>The Long Vacation.</i>,The Trial: More Links of the Daisy Chain2 vols. By the author of “The Heir of Redclyffe.”,Trial: More Links of the Daisy Chain,
54,"<i> Apple of Discord, The</i> By the author of  “The Heir of Redclyffe.” [a play]",1864,Fiction (historical drama),Fiction (historical drama),Fiction,Book,"Groombridge and Sons, 5, Paternoster Row, London.",NA,NA,"Magnet Stories for Summer Days and Winter Nights; 8 vols., 1860-5. Advertised as “A new story every month - Each complete in itself.”",The  Apple of DiscordBy the author of  “The Heir of Redclyffe.” [a play],Apple of Discord,
55,"<i>Historical Dramas.</i> By the author of “The Heir of Redclyffe, etc.”",1864,Fiction (drama),Fiction (drama),Fiction,Book 8vo npn,"Groombridge and Sons, 5, Paternoster Row, London.","The plays appeared originally in the Magnet Stories for Summer Days and Winter Nights; 8 vols., 186",With the illustrations by D. H. Friston from the Magnet series.,"Contains The Mice at Play, The Apple of Discord, The Strayed Falcon. [plays]   It was one of Groombridge’s gift book series.","Historical Dramas.By the author of “The Heir of Redclyffe, etc.”",Historical Dramas.,
56,<i>The Wars of Wapsburgh</i>. By the author of  “The Heir of Redclyffe.”,1864,Fiction (fantasy),Fiction (fantasy),Fiction,Book,"Groombridge and Sons, 5, Paternoster Row, London.",NA,NA,NA,The Wars of Wapsburgh. By the author of  “The Heir of Redclyffe.”,Wars of Wapsburgh,
57,"<i>Biographies of Good Women, chiefly by contributors to ‘The Monthly Packet’</i>. Second series. Edited by the author of “The Heir of Redclyffe.”",1865,Non-fiction: biography,Non-fiction: biography,Non-fiction,"Contributions to collection, edited collection","John and Charles Mozley, 6, Paternoster Row, London. Masters and Co., 78, New Bond Street, London.","The biographies of Mrs Trimmer, Hannah More, The Five Sisters of Noailles, and Sarah Martin  are “B",NA,NA,"Biographies of Good Women, chiefly by contributors to ‘The Monthly Packet’. Second series. Edited by the author of “The Heir of Redclyffe.”","Biographies of Good Women, chiefly by contributors to ‘The Monthly Packet’",
58,"<i>Clever Woman of the Family, The</i>. 2 vols. By the author of  “The Heir of Redclyffe.”",1865,Fiction (modern),Fiction (modern),Fiction,Book,London and Cambridge: Macmillan and Company,"Serialised in<i> Churchman’s Family Magazine</i>, Jan 1864 to April 1865",NA,NA,The Clever Woman of the Family. 2 vols. By the author of  “The Heir of Redclyffe.”,Clever Woman of the Family,
59,\'Cawnpore\',1865,Non-Fiction: criticism,Non-Fiction: criticism,Non-fiction,Article in Journal,<i>Macmillan’s Magazine</i> 12 (July 1865) 267-274,NA,NA,This was a review of <i>Cawnpore</i> by George Otto Trevelyan. The author was not named.,'Cawnpore','Cawnpore',
60,\'Cawnpore\',1865,Non-Fiction: criticism,Non-Fiction: criticism,Non-fiction,Article in Journal,Not reprinted in volume form,<i>Literary Churchman</i>,NA,This was a review of <i>Cawnpore</i> by George Otto Trevelyan. The author was not named.,'Cawnpore','Cawnpore',
61,"<i>Prince and the Page: A Story of the Last Crusade, The</i> By the author of “The Heir of Redclyffe.”",1866,Fiction (historical),Fiction (historical),Fiction,Book,"London and Cambridge: Macmillan and Co.,","Serialized in<i> MP</i>, January to December 1865",With six illustrations by R. Farren.,NA,The Prince and the Page: A Story of the Last CrusadeBy the author of “The Heir of Redclyffe.”,Prince and the Page: A Story of the Last Crusade,
62,"<i>Dove In The Eagle’s Nest, The</i>. 2 vols. By the author of  “The Heir of Redclyffe.”",1866,Fiction (historical),Fiction (historical),Fiction,Book,Cambridge and London: Macmillan and Company.,Serialized in <i>Macmillan’s Magazine </i>May -Dec 1865,NA,NA,The Dove In The Eagle’s Nest. 2 vols. By the author of  “The Heir of Redclyffe.”,Dove In The Eagle’s Nest,
63,"<i>Danvers Papers: An Invention, The</i> By the author of  “The Heir of Redclyffe.”",1867,Fiction (historical),Fiction (historical),Fiction,Book,London: Macmillan and Co.,NA,NA,NA,The Danvers Papers: An InventionBy the author of  “The Heir of Redclyffe.”,Danvers Papers: An Invention,
64,The La Ferronnays Family (Author not named),1867,Non-fiction: criticism,Non-fiction: criticism,Non-fiction,Article in journal,Not reprinted in volume form,"<i>Christian Remembrancer</i>, Vol 53, pp-353-388",NA,.,The La Ferronnays Family (Author not named),La Ferronnays Family (Author not named),
