persons_id,surname,first_name,prefix,maiden_name,suffix,title,dates,description,biography
1136,Papillon, Emily Caroline, , (Garnier), , , (1839-1917),"  Granddaughter of the Rev. Thomas Garnier (1776-1873), the aged dean of Winchester"," she married (1862) Philip Oxenden Papillon (1826-1899) and had Pelham Rawstorn Papillon (1864-1940), Godfrey Keppel Papillon and Harold Garnier Papillon, (twins born 26 Sept 1867), Beatrice Emily Papillon, (1863/4-1870),  Muriel Caroline Papillon (b.1866), goddaughter of CMY (who married in 1897 the Rev. H. C. Lenox Tindall), Cicely Gertrude Papillon (alive 1952) and Bertha Sybil Papillon (alive 1952), who married Reginald Eves A.R.A.  Emily Caroline Papillon is presumably the E. C. Papillon who was a contributor to <i>MP</i> (1894).  Mrs Philip Papillon was on the Central Council of the GFS in 1878. [<i>The Times</i>, 13 January 1917; LG 1871, 1906, 1952, Papillon and Garnier ] "
1137,Papillon, Muriel Caroline, , , , , (b.1866), goddaughter of CMY," Daughter of Philip Oxenden Papillon and Emily Caroline Garnier, she married (1897) the Rev. H. C. Lenox Tindall. [His obituary, <i>The Times</i> (14 June 1940) states that she survived him]"
1138,Papillon, Cicely Gertrude, , , , , (after 1870-after 1952), presumably the C. G. Papillon who contributed to <i>MP</i> (1895), Daughter of Emily Caroline (Garnier) Papillon.
1139,Papillon, E. T., , , , , , contributor to <i>MP</i> (1895),
1140,Pardepp, R., , , , , , contributor to <i>MP</i> (1899),
1141,Parkinson, C., , , , , ,contributor to <i>MP</i> (1898),
1142,Parker, John Henry, , , , , (1806-1884), Tractarian publisher in Oxford," He was keeper of the Ashmolean Museum and the publisher of CMY’s <i>Kenneth, or the Rearguard of the Grand Army</i>, but should not be confused with John William Parker, who published <i>The Heir of Redclyffe</i>. [DLB 106]"
1143,Parker, John William, , ,  jr., , (1820-9 Nov 1860), publisher," In partnership with his father, John William Parker, sr., he published CMY’s early bestsellers of the 1850s such as <i>The Heir of Redclyffe</i>. The firm should not be confused with that of John Henry Parker of Oxford, who published <i>Kenneth</i>. [DLB 106] "
1144,Parker, John William, , , sr., , (1792-1870), publisher," He was  printer to Cambridge University Press and the publisher of CMY's early bestsellers of the 1850s.  After the death of his son John William Parker, jr.,  in 1860 he continued in partnership with William Butler Bourn but then sold the firm to Longmans in 1863. The firm should not be confused with that of John Henry Parker of Oxford, who published <i>Kenneth</i>. [DLB 106]"
1145,Parkinson, Elizabeth, , , , , (b. 1818), schoolmistress," She was owner of a girls\' school in Brighton recommended by CMY in 1866.  It was at 6 Peel Terrace, Dyke Road, Brighton, and appears in the censuses for 1871, 1881 and 1891."
1146,Pascoe, Charlotte Champion, , (Willyams), , , (1782-20 May 1874), writer," She was the daughter of James Willyams (1741-1828) and married the Rev. T. Pascoe, Vicar of St. Hilary. She was author with her sister Jane Louisa Willyams (d. unm) of a novel, <i>Coquetry</i> 3 vols (1818), and of <i>Walks about St. Hilary</i> which was published posthumously in 1879 edited by C.G.B. Rogers (her first cousin) and Mary Rogers, perhaps niece of the latter's husband.  Administration of her will was granted to her nephew Humphry Grylls.  Walter Scott had helped with the publication of <i>Coquetry</i>.  [will; LG 1906 Willyams, Rogers of Penrose;  <i>Bibliotheca Cornubienses</i>, has b.1781?]"
1147,Pascoe, Thomas, The Rev., , , , (1788-1870), Vicar of St Hilary, [<i>Bibliotheca Cornubienses</i>]
1148,Parr, Harriet, , , , , (1828–1900)," novelist as 'Holme Lee', contributor to <i>MP</i> (1882)", She lived on the Isle of Wight and may have known the Sewells.
1149,Paterson, Arthur, , , , , , contributor to <i>MP</i> (1898),
1150,Patteson, Frances Mary, , , , , (d. 28 Oct 1921), niece and residuary legatee of Fanny Patteson, Her address was Kilbury House Buckfastleigh; she left £6503 [will]
1151,Patteson, Frances Sophia Coleridge, , , , , (1825/6-27 April 1913), sister of the Rt. Rev. J. C. Patteson," She was daughter of Sir John Patteson by his second marriage to Frances Coleridge, and thus related to CMY. She died at 74 Via della Croce, Rome, and probate was granted to Arthur John Coleridge Mackarness; she left £16,044 [census, will] "
1152,Patteson, James Henry, , , , ,  (?1829-),  younger brother of the Rt. Rev. John Coleridge Patteson,
1153,Patteson, Janet Coleridge, , , , , (d. 22 Jan 1913), niece of Fanny Patteson," Her address was Barnsfield, Buckfastleigh,  probate to Frances Mary Patteson spinster."
1154,Patteson, Joanna Elizabeth, , , , , (1818/9-23 June 1884), half-sister of the Rt. Rev. John Coleridge Patteson,"  She was daughter of Sir John Patteson by his first wife Elizabeth Lee (d.1820) and half-sister of Fanny Patteson;  she died at Andover, and was buried at Feniton 28 June 1884. [will],."
1155,Patteson, John Coleridge, The Rt. Rev., , , ,(1827-20 Sept 1871), missionary Bishop of Melanesia," He was killed in the Santa Cruz or Queen Charlotte Islands, the outer part of the New Hebrides, now administratively part of the Solomon Islands  [ILN 9 Dec 1871 559 text 561 picture;  Oxford Hammond Atlas of the World; Sir John Gutch <i>Martyr of the Islands</i> (1971); ODNB]"
1156,Patteson, John, Sir, , , , (1790-1861)," judge, brother-in-law of Sir John Taylor Coleridge","  He married first (1818) his cousin Elizabeth Lee (d. 1820) and, secondly (1824), Frances Duke Coleridge (d.1842).  He was father of the Rt. Rev. John Coleridge Patteson, Frances Patteson and (by his first marriage) of Joanna Patteson."
1157,Paul, Margaret Agnes, , (Colvile), , , (1829-1905)," novelist,  first cousin of Jemima (Wedderburn) Blackburn"," Their fathers, Andrew Colvile <i>né</i> Wedderburn (1779-1856) and James Wedderburn (1782-1822) were brothers.  Colvile married (12 December 1856) the Rev. Charles Kegan Paul (1828-1902). Her first novel was <i>Dorothy: A Tale</i> (1856).  [ Burke, Peerage 1949, Ogilvy-Wedderburn, Bt.; ODNB Kegan Paul.]"
1158,Payne, H., , , , , ," payments to 1854, 1855",
1159,Peard, John Whitehead, , , , , (1811–1880)," known as Garibaldi's Englishman, uncle of Frances Peard.", He lived in Cornwall.
1160,Peard, Frances Mary, , , , , (1835-1923)," member of the Gosling Society,  novelist, contributor to <i>MP</i> (1866-85) and to the <i>Monthly Paper of Sunday Teaching</i>","  She was a Gosling as ‘Fernseed’ from about 1865.  She was the daughter of Captain Peard, RN, and lived at Sparnow, Torquay.  She was  sister of Charlotte (Peard) Kekewich. [Harris, <i>F. M. Peard</i>]"
1161,Pearson, Jane Frances, , , , , (b. Berks. 1846) ,  member of the Gosling Society," She was a Gosling with one (or perhaps both of her two sisters,  Frances Margaret and Mary Anne Pearson, as ‘Double Daisy’, 1869- 1876.  They were daughters of the Rev. Thomas Pearson (d. 1873), Vicar of Market Lavington, Devizes;  after his death they lived at The Old House, Market Lavington [his will]"
1162,Pedder,J., , , , , , contributor to <i>MP</i> (1896),
1163,Pennington, B. J., , , , , , contributor to <i>MP</i> (1897),
1164,Penny, Fanny Emily, , (Farr), , , (1847-1939)," novelist of empire, contributor to <i>MP</i> (1891)"," She married (1877) the Rev. Frank Penny, and lived in Madras until 1901."
1165,Perceval, Arthur, The Rev. and Hon., , , , (1799-1853), Rector of East Horsley, He was a pupil of Keble and the great friend and brother-in-law of Sir William Heathcote; he was the father of Fanny Perceval.
1166,Perceval, Frances Charlotte, , , , , (<i>c</i>. 1826-3 September 1846), daughter of the Rev. and Hon. Arthur Perceval,  She was known as ‘Fanny’ and is described as having been in a decline for a long time (19 Sept 1846).
1167,Perry, Mary, , , , , , contributor to <i>MP</i> (1889),
1168,Peters, Jessie, , , , , , member of the Gosling Society," She was a Gosling as ‘Firefly’ and lived at 4 Belmont, Brighton (a cul de sac off Dyke Road); she was probably daughter of Edward Peters who ran a \'Boarding School for young gentlemen\' at that address.  In the 1861 census the Gosling Paulina Martyn was living in Dawlish with her grandmother Sophia (Badcock) Coleridge and the latter\'s niece Sophia Peters, so possibly Jessie Peters was also a relation of some sort."
1169,Peterson, ,  Miss, , , , (fl. 1875)," of Cliff Cottage, the Lees, Folkestone"," This is a brief note to a stranger.

"
1170,Phillimore, Lucy, , , , , , contributor to <i>MP</i> (1878-87),"  Probably Lucy Phillimore (1850-1931), writer, secretary to Mrs Gladstone, mentioned (is this the same person?) in Octavia Wilberforce's autobiography as instrumental in her being sent to school.  Her correspondence with her family is in Hampshire Record Office.  But there was at least one other Lucy Phillimore with whom confusion is possible."
1171,Phillpotts, , Miss, , , , , letter rejecting a missionary paper,
1172,Pichot, Amedée, , , , , (1795-1877), French translator of <i>The Dove in the Eagles Nest</i>, 
1173,Pitcairn, E.H., , , , , , contributor to <i>MP</i>,
1174,Playne, F.C., , , , , , contributor to <i>MP</i> (1890),
1175,Plumptre, Edward Hayes, The Very Rev., , , , (1821-1891),"  chaplain of King’s College, London"," professor at Queen's College, Harley St; he became Dean of Wells in 1881;  he was the brother-in-law of F.D. Maurice [ODNB]"
1176,Plumptre,  C. E., , , , , , contributor to <i>MP</i> (1888),
1177,Plumridge, Henry, , , , , (b.1811/12), master of the Hursley village school in 1861," In the 1871 census he is postmaster, stationer and clerk to the Board of Guardians, Hursley [White, <i>Directory of Hampshire</i>, 1878; 1861 census; 1871 census]"
1178,Plumridge, Mary Elizabeth, , , , , (1841-?1917)," daughter of Henry Plumridge, mistress of the Otterbourne National School in 1867"," She was a boarder at Elderfield during 1871 census, and invited to the servants’ Christmas party at Hursley Park in 1867. [PO Hants 1867; 1871 census]

 She was probably the mistress whose nose was put out of joint by the reforms to the school instituted by the Rev. [[person:478]W. F. Elgie]. She appears to have married (1873), James Bowden, a printer\'s manager."
1179,Pode, Anne Duke, , (Yonge), , , (c. 1800-22? 25? June 1845), paternal aunt of CMY," Younger sister of WCY, she married (1830? 1831? Thomas Julian Pode (27 Sept 1799-Feb 1857), who remarried (22 September 1847) Hannah Aspinall [LG 1952 Pode]"
1180,Pode, Augusta Boevey, , (Crawley), , , (1829/30- 28 June 1900), cousin of CMY,"She was the youngest daughter of the Rev. Charles Crawley (cousin of WCY) and his wife, WCY\'s sister Catharina (Yonge) Crawley. She married (30 Aug 1860) her cousin John Duke Pode (nephew of WCY)."
1181,Pode, Beatrice Catharina, , , , , (11 Aug 1864-7 March 1947), daughter of Augusta and John Pode., 
1182,Pode, Charles Coleridge, , , , , (1840-1873), son of Thomas and Anne Pode," subject of Keble’s poems ‘More Stars’ and ‘Wakefulness’, became a doctor, died young. [<i>John Keble’s Parishes</i>, 113;  <i>Alumni Oxonienses</i>]"
1183,Pode, Ernest Duke Yonge, , , , , (1862-1892),  son of John and Augusta Pode, He drowned at Winchester.
1184,Pode, John Duke, , , , , (6 Nov 1832-5 Jan 1921), first cousin of CMY, He married (30 Aug 1860) his cousin Augusta Boevey Crawley (1829/30-1900).
1185,Pollard, Alfred William, , , , , (1859-1944),"  bibliographer, contributor to <i>MP</i> (1888)","Keeper of the Department of Printed Books at the British Museum, 1919-24.
<br/>

"
1186,Pollock, Edith Caroline, , , , , ,"  children’s writer, ornithologist, contributor to <i>MP</i> (1895-8)",
1187,Poole, Harriet, , , , ," (b. Mansfield, Nottingham 1843/4)", governess,"She was governess at the time of the 1871 census to the children of the Rev. Robert Hughes at Wyelands House, Matherne, Wales;  by 1881 she was living in London with her sister [[person:1188]Alice], both governesses.  In the 1901 census she is a Sister of Charity at the sisterhood of St. Thomas, Oxford. CMY implies that Mary Anne Dyson knew her, which increases the probability that she was the Elgies’ governess, who had previously worked in Miss Dyson’s school, and read German with Gertrude. Probably the Miss Poole who offered \'Rosa\'s Dream\' in 1867.  "
1188,Poole, Alice F. S., , , , ," (b. Newland, Gloucestershire 1850)", member of the Gosling Society," She was a Gosling as ‘Snowbird’ in 1876.  She was living at Uffington, Faringdon, on income from Funds without a servant, with her mother Catherine Poole (b. 1807/8), in whose memory a chalice was given to Uffington Church; she became an associate of the Wantage sisterhood in 1869; she later became a governess and at the time of the 1881 census was living in Camberwell with her sister Harriet Poole (b. Mansfield, Nottingham 1843/4), also a governess. [<i>Victoria County History</i>; information from Wantage; census]  "
1189,Porter, Alfrey, , , , , , contributor to <i>MP</i> (1897),
1190,Polson, Arthur, , , , , (b. 1831/2), son of the Rev. Hugh Polson and CMY’s first cousin Georgiana Crawley,
1191,Polson, George, , , , , (b. 1833/4), son of the Rev. Hugh Polson and CMY’s first cousin Georgiana Crawley,
1192,Polson, Rosalia, , , , , (b. ( 1834/5), daughter of the Rev. Hugh Polson and CMY’s first cousin Georgiana Crawley,
1193,Polson,  Catharina K., , , , , (b. 1835/6), daughter of the Rev. Hugh Polson and CMY’s first cousin Georgiana Crawley,
1194,Polson, Georgiana, , (Crawley), , , (b.1810/11), cousin of CMY," She was the daughter of Captain George Crawley and CMY’s aunt and godmother Charlotte (Yonge) Crawley, later Jones;  she married the Rev. Hugh Polson;  her daughter Georgiana Alethe married Charles Warren Adams."
1195,Polson, Hugh, The Rev., , , , (b.1807), husband of CMY’s first cousin Georgiana Crawley, He is a clergyman without cure of souls in 1811.  Were the family in South Africa at the time of Charles Warren Adams’s marriage to their daughter Georgiana Alethe Polson?
1196,Portal,Melville, , , , ,(1819-1904), landowner," A county landowner, he lived at Laverstoke, near Whitchurch, and, like Sir William Heathcote, had evidently enlisted in the Hampshire Yeomanry. D.H. Moutray Read, <i>Highways and Byways in Hampshire</i> (1923) mentions then surviving letters to him in CMY’s ‘clear and easy writing’ but his family do not seem to have them any more. [PB]"
1197,Postgate, Isa J., , , , , , contributor to <i>MP</i> (1892),
1198,Powell, Lucilla, , , , , , contributor to <i>MP</i> (1871),
1199,Powell,Thomas, , , , , , inhabitant of Otterbourne in 1838,
1200,Pratt, Henry, The Rev. Canon, , , , (b.1814/5-before 1888), husband of Mary Davys," He married (1844) Mary Anne Davys (1814/5-1888), daughter of George Davys, Bishop of Peterborough, and Marianne Mapletoft, schoofriend of FMY."
1201,Pratt,Mary Anne, ,(Davys), , ,1814/5-1888,daughter of the Rt. Rev. George Davys,"She was the daughter of the Rt. Rev. Dr. George Davys (1780-1864), Bishop of Peterborough, who owed his preferment to his having been chaplain to the young Queen Victoria. His wife Marianne Mapletoft (1788/9-1858) had been a childhood friend of FMY’s. Mary Davys before her marriage was Extra Woman of the Bedchamber to Queen Victoria. She married (1844) the Rev. Henry Pratt [Marriage index; Coleridge, <i>Life</i>;  Boyle’s Court Guide 1846]"
1202,Pratt, Fanny Mary Harriet, , , , , (b. 1850), eldest daughter of the Rev. Henry Pratt and Mary Anne Davys,
1203,Pratt, Florence Maria, , , , , (b. 1852), second daughter of the Rev. Henry Pratt and Mary Anne Davys,
1204,Pratt,  Ethel Julia, , , , , (b. 1853), twin youngest daughter of the Rev. Henry Pratt and Mary Anne Davys,
